name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3),MIN (Band 4),MAX (Band 4),MEAN (Band 4),STDDEV (Band 4),MIN (Band 5),MAX (Band 5),MEAN (Band 5),STDDEV (Band 5),MIN (Band 6),MAX (Band 6),MEAN (Band 6),STDDEV (Band 6),MIN (Band 7),MAX (Band 7),MEAN (Band 7),STDDEV (Band 7),MIN (Band 8),MAX (Band 8),MEAN (Band 8),STDDEV (Band 8),MIN (Band 9),MAX (Band 9),MEAN (Band 9),STDDEV (Band 9),MIN (Band 10),MAX (Band 10),MEAN (Band 10),STDDEV (Band 10),MIN (Band 11),MAX (Band 11),MEAN (Band 11),STDDEV (Band 11),MIN (Band 12),MAX (Band 12),MEAN (Band 12),STDDEV (Band 12),MIN (Band 13),MAX (Band 13),MEAN (Band 13),STDDEV (Band 13),MIN (Band 14),MAX (Band 14),MEAN (Band 14),STDDEV (Band 14),MIN (Band 15),MAX (Band 15),MEAN (Band 15),STDDEV (Band 15),MIN (Band 16),MAX (Band 16),MEAN (Band 16),STDDEV (Band 16),MIN (Band 17),MAX (Band 17),MEAN (Band 17),STDDEV (Band 17),MIN (Band 18),MAX (Band 18),MEAN (Band 18),STDDEV (Band 18),MIN (Band 19),MAX (Band 19),MEAN (Band 19),STDDEV (Band 19),MIN (Band 20),MAX (Band 20),MEAN (Band 20),STDDEV (Band 20),MIN (Band 21),MAX (Band 21),MEAN (Band 21),STDDEV (Band 21),MIN (Band 22),MAX (Band 22),MEAN (Band 22),STDDEV (Band 22),MIN (Band 23),MAX (Band 23),MEAN (Band 23),STDDEV (Band 23),MIN (Band 24),MAX (Band 24),MEAN (Band 24),STDDEV (Band 24)
"BDWY",9638,1.317091491800000,4.888889312744141,54.33333206176758,37.85705932568504,9.608591712418487,0.000000000000000,164.8888854980469,11.98535388977984,18.88761265674514,0.004594062454998493,1.000000000000000,0.3328984275442947,0.1984578549314361,0.000000000000000,315.5555725097656,21.90054447955426,33.65558094112259,0.000000000000000,17.11111068725586,3.168926344662256,2.458493207952434,-0.000000000000000,2.197224617004395,2.018078720069916,0.2540575649394450,0.1111111119389534,1.000000000000000,0.1449944809771816,0.06013625692621748,-0.8881532549858093,1.000000119209290,0.4508513443022795,0.4190678173426926,6.222222328186035,55.77777862548828,37.91681137666784,8.590678330906277,0.000000000000000,164.6172790527344,12.03709605869975,19.01249650186379,0.005026292521506548,1.000000000000000,0.3340279526003966,0.2018999441702488,0.000000000000000,300.0000000000000,22.10490921793247,33.72507915202441,0.000000000000000,16.66666793823242,3.180028230859410,2.480934925585776,0.3488320708274841,2.197224617004395,2.020345496992818,0.2551175320667921,0.1111111119389534,0.8024691343307495,0.1445973902796964,0.05803115287156421,-0.9061030149459839,1.000000119209290,0.4479759080916589,0.4191199418856524,3.555555582046509,50.55556106567383,32.51573683045964,10.00476403312368,0.000000000000000,194.8888854980469,10.90727043194605,16.57397472697907,0.004628890659660101,1.000000000000000,0.3450764020575195,0.2044546896821126,0.000000000000000,335.6666870117188,19.17718091123865,28.40430686469884,0.000000000000000,17.22222137451172,2.996898949706726,2.228157721073817,-0.000000000000000,2.197224617004395,2.009118314488445,0.2636617251698147,0.1111111119389534,1.000000000000000,0.1472309984616174,0.06189059768210072,-0.8709989786148071,1.000000119209290,0.4354078956419486,0.4178182645469817
"D130-7-1-1",19728,2.695951540800000,2.555555820465088,60.66667175292969,35.77407788830324,13.44291610229252,0.000000000000000,260.9876403808594,17.02319332655362,28.61522151093834,0.003836149116978049,1.000000119209290,0.3609238220627661,0.2267991262726280,0.000000000000000,439.4444580078125,27.47925161579071,47.74726766660476,0.000000000000000,19.66666793823242,3.310219072680150,3.034071113562735,-0.000000000000000,2.197224617004395,1.962269205983731,0.3265046017036459,0.1111111119389534,1.000000000000000,0.1594449972510277,0.08498173803377142,-0.9395523667335510,1.000000119209290,0.4626151048332937,0.4188444558903698,3.000000000000000,61.66666793823242,36.28072370012311,12.87760899420756,0.000000000000000,280.8888854980469,17.64545611857715,29.35990086099112,0.003614993300288916,1.000000119209290,0.3564738047150174,0.2248843669889515,0.000000000000000,461.8889160156250,28.70112458411800,49.79703690686928,0.000000000000000,20.11111068725586,3.387537265992561,3.093195588299138,-0.000000000000000,2.197224617004395,1.971831398989646,0.3138221962309452,0.1111111119389534,1.000000000000000,0.1563898672392050,0.07726806497086834,-0.9432421922683716,1.000000119209290,0.4678813931099371,0.4161655152184416,2.555555582046509,61.88888931274414,34.67286815448979,12.35492726656560,0.000000000000000,228.0246887207031,15.90813346322444,24.94634570470385,0.004901474341750145,1.000000000000000,0.3520633717467535,0.2240926771205193,0.000000000000000,409.8889160156250,25.67713725394535,41.58222177109838,0.000000000000000,18.22222137451172,3.287876329293728,2.814830519693055,-0.000000000000000,2.197224617004395,1.976529511354942,0.3157772937719838,0.1111111119389534,1.000000000000000,0.1560281578066932,0.08130637858362043,-0.9088423252105713,1.000000000000000,0.4701383493600937,0.4155254554505569
"D135-6-2",14949,2.042872038900000,1.888888955116272,55.33333206176758,34.19544281023498,11.73030225526651,0.000000000000000,238.0000000000000,21.25767214951434,28.66139298119367,0.004746924154460430,1.000000000000000,0.3307613822314057,0.2574170053047583,0.000000000000000,432.0000000000000,38.07654966011965,52.32367190344726,0.000000000000000,19.33333587646484,4.073041044117311,3.324872236875607,-0.000000000000000,2.197224617004395,1.950584726446377,0.4306258365878795,0.1111111119389534,1.000000000000000,0.1707757018938639,0.1333212722327334,-0.9449112415313721,1.000000119209290,0.4360086356041124,0.4197034600454044,1.777778029441833,56.88888931274414,34.85796934762953,12.23066427841561,0.000000000000000,223.5555572509766,22.29857090501359,30.02866594637482,0.004152336157858372,1.000000000000000,0.3264764443261557,0.2570184409892303,0.000000000000000,471.6666870117188,39.95126447350154,55.00507082459634,0.000000000000000,20.33333396911621,4.173278145631629,3.410738970163329,-0.000000000000000,2.197224617004395,1.946329306444521,0.4336998835255203,0.1111111119389534,1.000000000000000,0.1716494546117046,0.1318700000986234,-0.8944271206855774,1.000000119209290,0.4350978860994007,0.4196588906923273,0.3333333432674408,57.55556106567383,33.37878466905043,13.68796102004800,0.000000000000000,212.8395080566406,20.68128446983689,26.84439293817067,0.005900435149669647,1.000000119209290,0.3266612860469534,0.2543408709986857,0.000000000000000,371.8888854980469,36.39221551697917,48.23951000569276,0.000000000000000,16.88888740539551,4.029872042659681,3.181336002942497,-0.000000000000000,2.197224617004395,1.953231348366361,0.4365128030262653,0.1111111119389534,1.000000000000000,0.1708764560818194,0.1368537266425416,-0.8653715252876282,1.000000119209290,0.4429805387835308,0.4212434661427782
"E6",14528,1.985339820800000,1.777777910232544,55.44444274902344,33.29128473931472,10.61666300614148,0.000000000000000,238.1728210449219,16.29016099651837,26.35239792312137,0.003773034317418933,1.000000119209290,0.3275898010239355,0.2177162342293315,0.000000000000000,474.7777709960938,29.69552321576499,49.73245165800152,0.000000000000000,20.55555725097656,3.558653124611690,3.041247864687746,-0.000000000000000,2.197224617004395,1.998612074895315,0.3052002360749465,0.1111111119389534,1.000000000000000,0.1516135743309411,0.08110534359028151,-0.9233283400535583,1.000000119209290,0.4607104399452431,0.4215934494991494,2.000000000000000,59.77777862548828,33.61865267128016,10.65870057293832,0.000000000000000,269.4320983886719,17.26433601930927,28.69380840409237,0.003473927965387702,1.000000000000000,0.3280126000874573,0.2210681696890841,0.000000000000000,571.3333740234375,31.47023419952964,54.59517757489808,0.000000000000000,21.77777862548828,3.629328905671450,3.179060230249396,-0.000000000000000,2.197224617004395,1.995738147167152,0.3046122394429990,0.1111111119389534,1.000000000000000,0.1517495398547107,0.07860935693402073,-0.9414502382278442,1.000000119209290,0.4614560398285580,0.4189748247743495,0.1111111119389534,57.55555725097656,30.53769017008055,10.41892280342281,0.000000000000000,225.5061798095703,15.53696746741358,24.70366183765535,0.003366862423717976,1.000000000000000,0.3344929143746044,0.2200002935697719,0.000000000000000,542.3333129882813,28.07132628311595,46.69527940022682,0.000000000000000,22.11111068725586,3.464681331692407,2.923794223437175,-0.000000000000000,2.197224617004395,1.993702028119026,0.3033719984876160,0.1111111119389534,1.000000000000000,0.1523019002646922,0.07781734605359410,-0.9202648997306824,1.000000119209290,0.4558469853034821,0.4203397316830869
"F11",12189,1.665701202900000,3.444444417953491,58.11111450195313,38.43039778572021,10.06305594191116,0.000000000000000,182.3950805664063,13.60805594891039,23.21601860473537,0.003761207684874535,1.000000119209290,0.3864734059931133,0.2409012294175604,0.000000000000000,349.8888854980469,22.34677930154803,37.70509424289210,0.000000000000000,18.11111068725586,2.997383889035509,2.712785328967565,-0.000000000000000,2.197224617004395,1.907642942386808,0.3846251715942873,0.1111111119389534,1.000000000000000,0.1740053039667926,0.1063432454554716,-0.8660253882408142,1.000000119209290,0.4558831055179017,0.4191227835884616,6.333333492279053,61.55555725097656,41.30074526454047,9.512914073991505,0.000000000000000,192.2469177246094,14.22193064751264,24.13648943213969,0.003356782253831625,1.000000000000000,0.3879896819228819,0.2476348906999638,0.000000000000000,392.4444580078125,23.80309242352725,39.97266557981875,0.000000000000000,19.11111068725586,3.081530796289224,2.815832275828041,-0.000000000000000,2.197224617004395,1.906050802396979,0.3909184032494665,0.1111111119389534,1.000000000000000,0.1750850063766308,0.1098973869812673,-1.000000119209290,1.000000119209290,0.4511432060247994,0.4198646685542829,4.333333492279053,59.22222518920898,38.71002154886619,10.88740584475275,0.000000000000000,224.9876556396484,13.51320015866458,22.09437026804200,0.005021676421165466,1.000000000000000,0.3870235267999160,0.2418147729704961,0.000000000000000,365.3333435058594,21.71271949290339,34.02009228475269,0.000000000000000,17.77777862548828,2.995788647215980,2.603569994881794,-0.000000000000000,2.197224617004395,1.912282425802347,0.3940459839468830,0.1111111119389534,1.000000000000000,0.1743841114980338,0.1128874605595799,-0.8980265259742737,1.000000119209290,0.4563091174448262,0.4170812245201816
"F3",8172,1.116753649200000,3.777777910232544,54.66666412353516,36.54575292569891,7.457063406510726,0.000000000000000,173.7777709960938,6.463881523314204,13.37596662016530,0.005154524464160204,1.000000119209290,0.4780566975251214,0.2537501827024144,0.000000000000000,356.2222290039063,11.50070720172533,25.37514594394405,0.000000000000000,18.00000000000000,2.044352053388829,2.083685347485695,-0.000000000000000,2.197224617004395,1.761207749154483,0.4816488294214667,0.1111111119389534,1.000000000000000,0.2141881676967886,0.1541560616661328,-0.8225214481353760,1.000000119209290,0.4560866714614751,0.4113854216183462,5.777778148651123,56.44444656372070,38.07630477060130,6.743562885965782,0.000000000000000,166.1728515625000,6.617432064478442,13.88182912847780,0.005102852359414101,1.000000000000000,0.4811789224282588,0.2547037218522669,0.000000000000000,351.0000000000000,11.91118744523887,26.66849898435209,0.000000000000000,17.88888931274414,2.059063533276349,2.139248690430585,-0.000000000000000,2.197224617004395,1.752057031249219,0.4927871937733163,0.1111111119389534,1.000000000000000,0.2172579700660600,0.1574875270867158,-1.000000000000000,1.000000119209290,0.4445269670770135,0.4153405092836064,2.888888835906982,58.33333206176758,37.00300546560109,8.974250944617770,0.000000000000000,139.6543273925781,5.916529247823573,11.29936080670928,0.008172510191798210,1.000000119209290,0.4788086068115825,0.2570577674013410,0.000000000000000,241.5555419921875,10.37086002775014,20.44810079700883,0.000000000000000,14.66666698455811,1.991950898516488,1.931959444945604,-0.000000000000000,2.197224617004395,1.751030410810890,0.4904890187846345,0.1111111119389534,1.000000000000000,0.2175722015913115,0.1563622073625871,-1.000000119209290,1.000000119209290,0.4432952149427643,0.4181906740386965
"GL",5296,0.7237307056000001,4.222222328186035,53.22222518920898,38.58209611651040,8.826638385673391,0.000000000000000,137.3333282470703,9.530453980438908,16.28167838891595,0.007809750270098448,1.000000000000000,0.4044775808738436,0.2431525365244092,0.000000000000000,221.3333435058594,15.98124396790162,25.11526941936709,0.000000000000000,14.22222328186035,2.607334762101211,2.237704948291430,-0.000000000000000,2.197224617004395,1.879607732585010,0.4206575665945914,0.1111111119389534,1.000000000000000,0.1831384531638706,0.1269121429889337,-0.8086075782775879,1.000000119209290,0.4669261845749411,0.4149431369185395,6.000000476837158,54.66666412353516,38.44589271340125,7.706278487451893,0.000000000000000,130.2469177246094,9.445745293435069,16.00135776267856,0.008333301171660423,1.000000000000000,0.4087043331286750,0.2444755578707946,0.000000000000000,242.1110839843750,16.05824129992331,25.47836258643947,0.000000000000000,14.00000000000000,2.598355234247490,2.250599575201332,-0.000000000000000,2.197224617004395,1.870786011297808,0.4369174504892080,0.1111111119389534,1.000000000000000,0.1865978543393404,0.1349408342880867,-0.7905694246292114,1.000000119209290,0.4663418414146788,0.4087107994939364,2.555555582046509,50.33333587646484,35.73906990138427,9.451994299753951,0.000000000000000,119.4320983886719,8.304189576564816,13.30298898915591,0.01329931523650885,1.000000000000000,0.4128029403068180,0.2421013596853889,0.000000000000000,158.7777709960938,13.77240707724442,20.07925136330254,0.000000000000000,11.77777767181396,2.459718107454075,2.005356617154450,-0.000000000000000,2.197224617004395,1.871519768728770,0.4326778683612778,0.1111111119389534,1.000000000000000,0.1858099320667073,0.1307233760315477,-0.8320503234863281,1.000000119209290,0.4463900505861044,0.4140647581899813
"GLSJNCT",11222,1.533554754200000,0.8888888955116272,59.11111450195313,35.17292466356014,14.22326725799465,0.000000000000000,275.0617370605469,16.27210673889884,28.59493400334777,0.003604064695537090,1.000000000000000,0.3634379039368902,0.2256468798939271,0.000000000000000,515.2222900390625,24.76361944314442,44.75985847619673,0.000000000000000,21.44444274902344,3.155329903560146,2.853845215195623,-0.000000000000000,2.197224617004395,1.961508091323368,0.3325118079075988,0.1111111119389534,1.000000000000000,0.1599085591912716,0.08888324653356150,-0.8665407299995422,1.000000119209290,0.5018753212376110,0.4040736510438802,4.000000000000000,62.88888931274414,37.53791209980460,12.51604945420734,0.000000000000000,293.9506225585938,17.93428710857323,31.89469572649445,0.002680211095139384,1.000000000000000,0.3544619253547265,0.2303069337245280,0.000000000000000,612.7777099609375,27.97369290744304,52.74983339631456,0.000000000000000,23.55555343627930,3.334947325673663,3.085920617142095,-0.000000000000000,2.197224617004395,1.959795101141253,0.3379924296086733,0.1111111119389534,1.000000000000000,0.1605796397284717,0.08942780710113288,-1.000000119209290,1.000000119209290,0.5079408613957082,0.4082771301959923,1.555555582046509,54.55555343627930,34.25341151962517,13.43272698861623,0.000000000000000,197.3333282470703,15.41995125424202,25.20939167723680,0.005211078096181154,1.000000000000000,0.3559086397320936,0.2280682571501573,0.000000000000000,427.3333435058594,23.65108257380744,39.18306532441753,0.000000000000000,19.33333587646484,3.172023308082468,2.685864437430177,-0.000000000000000,2.197224617004395,1.960615043896359,0.3451076584608841,0.1111111119389534,1.000000000000000,0.1607820641264689,0.09420287090976802,-0.8898206353187561,1.000000119209290,0.5028486363173529,0.4093215669351500
"GWAS-W01",47276,6.460553783600000,1.333333373069763,62.11111068725586,33.74148544114660,11.78842242573578,0.000000000000000,285.7777709960938,21.24508368144854,31.79197093763239,0.003151621902361512,1.000000119209290,0.3247368720322415,0.2349782821068450,0.000000000000000,592.0000000000000,35.40391934027277,53.95172303446265,0.000000000000000,22.00000000000000,3.909709989413718,3.281555033372537,-0.000000000000000,2.197224617004395,1.979838786421517,0.3511913602029595,0.1111111119389534,1.000000000000000,0.1581033490623733,0.09879336427462543,-1.000000119209290,1.000000119209290,0.4876580979361363,0.4185113133864479,2.333333492279053,62.33333587646484,34.85685055421202,11.27318617488750,0.000000000000000,282.7654418945313,21.97612256200674,33.07814825875065,0.003158982377499342,1.000000000000000,0.3280671813755510,0.2403110876473330,0.000000000000000,542.6666870117188,36.79575781008570,56.29524596224969,0.000000000000000,21.77778053283691,3.966898979681869,3.377887220677654,-0.000000000000000,2.197224617004395,1.972609827989793,0.3619629290273779,0.1111111119389534,1.000000000000000,0.1603590809919865,0.1025781254704985,-0.9285714626312256,1.000000119209290,0.4839336196077108,0.4193083161026864,0.8888888955116272,61.00000381469727,32.68502033782198,11.98258355168222,0.000000000000000,240.8888702392578,19.78861894789756,28.56329607269459,0.004535280633717775,1.000000000000000,0.3285710895034216,0.2375682985817903,0.000000000000000,429.2222290039063,32.66001823943792,46.79970296479794,0.000000000000000,19.22222137451172,3.801499105850301,3.078320952740432,-0.000000000000000,2.197224617004395,1.976915917061985,0.3553001915608608,0.1111111119389534,1.000000000000000,0.1587708245107734,0.09816971218698441,-1.000000000000000,1.000000119209290,0.4783326727790484,0.4195469880714380
"GWAS-W02",25513,3.486507079300000,1.444444417953491,62.22222518920898,34.88241342083306,11.37638301706010,0.000000000000000,243.1111145019531,17.53156211482647,27.88287929351233,0.003376770298928022,1.000000000000000,0.3524292702445678,0.2445712529624379,0.000000000000000,518.6666870117188,31.03551177189238,50.58235495960844,0.000000000000000,21.33333396911621,3.575027210831910,3.189427922865570,-0.000000000000000,2.197224617004395,1.955307843889525,0.3686470687804484,0.1111111119389534,1.000000000000000,0.1636343248889661,0.1020421505102363,-0.8882176876068115,1.000000119209290,0.4534603790767579,0.4131887106439023,1.777778029441833,62.33333587646484,34.61730240092947,11.01119048066963,0.000000000000000,239.8024902343750,17.62223002057669,28.06304917814763,0.003502812702208757,1.000000000000000,0.3560716907975220,0.2493349757293635,0.000000000000000,534.3333129882813,31.20272062994925,50.74467307134877,0.000000000000000,21.66666793823242,3.577561869375399,3.209924981786825,-0.000000000000000,2.197224617004395,1.938584395107797,0.3875084399252750,0.1111111119389534,1.000000000000000,0.1682749029485644,0.1082177230060369,-1.000000000000000,1.000000119209290,0.4419042647091485,0.4159335757311193,1.000000000000000,59.11111450195313,32.55424072192697,11.74231124327306,0.000000000000000,214.2222442626953,15.99472177991978,24.32978430265029,0.004653675016015768,1.000000119209290,0.3584629221452221,0.2478506816497876,0.000000000000000,422.5555725097656,27.78310878772757,42.83630626481752,0.000000000000000,18.44444465637207,3.425539152510048,2.952657097862609,-0.000000000000000,2.197224617004395,1.940944710718592,0.3919000121793441,0.1111111119389534,1.000000000000000,0.1684858823940581,0.1130258791616238,-1.000000119209290,1.000000119209290,0.4476956759172860,0.4122923217562411
