name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3)
"K490",3779,0.5164234019000000,3.000000000000000,225.0000000000000,99.18761577136810,54.70775134552481,1.000000000000000,224.0000000000000,90.82217517861865,60.94202371564286,7.000000000000000,229.0000000000000,98.28605451177569,61.04920338767891
"K496",13903,1.899929758300000,1.000000000000000,248.0000000000000,108.8775084514135,58.33268700767741,8.000000000000000,253.0000000000000,120.7924908293174,58.63641039809360,1.000000000000000,233.0000000000000,93.78722485973245,46.12017422507644
"K502",461,0.06299846210000000,4.000000000000000,187.0000000000000,76.04989154013015,43.15658679371971,10.00000000000000,207.0000000000000,90.75271149674620,46.55300413205102,7.000000000000000,173.0000000000000,76.39262472885032,39.91839324672488
"K504",16160,2.208362576000000,5.000000000000000,233.0000000000000,123.5953589108910,51.27496866676618,11.00000000000000,240.0000000000000,133.8267326732674,50.45956683189031,4.000000000000000,221.0000000000000,97.35525990099011,45.61153630531127
"K515",24952,3.409843007200000,1.000000000000000,247.0000000000000,111.8394517473548,57.58734849820593,6.000000000000000,253.0000000000000,119.8673506191641,57.14373121151771,1.000000000000000,247.0000000000000,99.86063765791049,51.46522355354099
"K516",10366,1.416577132600000,11.00000000000000,249.0000000000000,137.4386455720626,50.76382559707977,11.00000000000000,247.0000000000000,135.0963727570906,50.13040854067478,7.000000000000000,241.0000000000000,121.4326644800308,48.28801724781956
"K518",25063,3.425011834300000,4.000000000000000,254.0000000000000,114.4477915652556,53.87921651138090,4.000000000000000,253.0000000000000,115.7123648406017,52.77017663889372,1.000000000000000,243.0000000000000,98.93280932051238,47.89307447336409
"K519",24532,3.352447445200000,5.000000000000000,251.0000000000000,110.4810044024131,57.49259855912950,7.000000000000000,252.0000000000000,115.2971628892875,56.57971746103195,3.000000000000000,227.0000000000000,105.4419126039458,50.43361617284538
"K536",29809,4.073581684900001,2.000000000000000,252.0000000000000,98.77563823006481,53.27998837696351,3.000000000000000,255.0000000000000,107.3001442517361,55.24266831312904,1.000000000000000,248.0000000000000,80.69677744209470,47.66026953458174
"K549",7377,1.008112049700000,6.000000000000000,252.0000000000000,116.7199403551579,58.30959264998589,8.000000000000000,253.0000000000000,125.1384031449098,59.74231960637945,2.000000000000000,240.0000000000000,112.2570498915401,59.07818047231486
"K551",5123,0.7000892003000000,6.000000000000000,231.0000000000000,120.9260199102088,51.61303801744735,6.000000000000000,218.0000000000000,118.3359359750146,49.69805128061648,3.000000000000000,220.0000000000000,107.9527620534843,49.70280391475777
"K566",10716,1.464406767600000,2.000000000000000,251.0000000000000,94.68729003359465,59.50895587312020,4.000000000000000,254.0000000000000,102.0718551698395,59.29639296388294,2.000000000000000,253.0000000000000,93.50569242254572,54.24219777863436
"K569",3196,0.4367528956000000,10.00000000000000,245.0000000000000,126.8107008760951,58.67457392835934,19.00000000000000,250.0000000000000,130.7293491864831,57.63431991119864,4.000000000000000,193.0000000000000,97.87765957446808,43.11433707016225
"K570",24646,3.368026240600000,3.000000000000000,248.0000000000000,102.2643025237361,54.55256625142361,2.000000000000000,252.0000000000000,103.0238984013633,54.98969413167836,2.000000000000000,248.0000000000000,90.15247910411422,50.54442372678980
"K576",20463,2.796393774300000,1.000000000000000,234.0000000000000,89.56155011484147,52.45377960267607,4.000000000000000,247.0000000000000,104.4635230881994,54.17520778172599,1.000000000000000,220.0000000000000,74.54042803271463,45.23464004757921
"K580",17774,2.428925521400000,4.000000000000000,244.0000000000000,121.4529650050635,52.85787120040963,7.000000000000000,250.0000000000000,128.0944075616067,53.12634220723075,1.000000000000000,221.0000000000000,110.3977157646000,52.72498901596673
"K582",19652,2.685565677200000,8.000000000000000,255.0000000000000,135.7093934459598,58.13107857566513,18.00000000000000,255.0000000000000,144.1871056381030,57.28688539212374,7.000000000000000,239.0000000000000,119.4514044372074,48.98381265432970
"K585",9385,1.282517498500000,1.000000000000000,216.0000000000000,86.11124134256792,52.57658509345524,1.000000000000000,229.0000000000000,87.84837506659565,55.99660433556853,7.000000000000000,231.0000000000000,98.30815130527435,56.62337700045214
"K588",21266,2.906128622600000,4.000000000000000,253.0000000000000,129.0787172011662,57.74142895932692,8.000000000000000,254.0000000000000,139.0857707138155,58.62451486740358,1.000000000000000,205.0000000000000,101.6595974795447,47.62169719805510
"K591",26049,3.559754748900000,2.000000000000000,249.0000000000000,126.9917847134247,53.98783669615364,9.000000000000000,254.0000000000000,134.2173979807286,54.32919604707714,1.000000000000000,244.0000000000000,117.9870244539137,50.74442136518756
"K594",20844,2.848459748400000,1.000000000000000,247.0000000000000,125.6406639800422,55.92278681684683,12.00000000000000,255.0000000000000,144.4595567069660,60.43526923744388,1.000000000000000,209.0000000000000,87.86508546187831,45.90341791582747
"K597",17248,2.357044412800000,2.000000000000000,236.0000000000000,90.49692717996298,50.75402104386961,1.000000000000000,229.0000000000000,80.96537926235213,50.60432467922846,1.000000000000000,217.0000000000000,77.77729460195977,48.78675882364648
"K609",584,0.07980716240000001,8.000000000000000,223.0000000000000,65.41438356164383,38.49006285466272,8.000000000000000,220.0000000000000,61.07876712328767,39.23820854471013,17.00000000000000,223.0000000000000,69.74486301369863,40.17092521427972
"K612",12748,1.742091962800000,2.000000000000000,248.0000000000000,100.6026827737684,56.31022831456330,1.000000000000000,244.0000000000000,93.14888609978040,54.39964920567672,1.000000000000000,227.0000000000000,87.91903977406450,50.96360839763497
"K618",23987,3.277969870700000,5.000000000000000,249.0000000000000,118.0827531579605,52.92427311600089,12.00000000000000,248.0000000000000,129.2189102430484,52.68068078056810,3.000000000000000,238.0000000000000,114.7435277441948,51.84953608928583
"K619",26510,3.622753211000000,5.000000000000000,245.0000000000000,109.6832138815541,53.29868945165743,2.000000000000000,250.0000000000000,115.6619766125991,52.39272705964706,1.000000000000000,222.0000000000000,104.5030559118690,48.90933299761599
"K620",23141,3.162358810100000,2.000000000000000,237.0000000000000,108.0543191737609,54.62356870067327,8.000000000000000,235.0000000000000,117.7090013396136,54.09566433204731,1.000000000000000,232.0000000000000,104.3582818374315,53.17985029430196
"K627",18307,2.501763222700000,3.000000000000000,255.0000000000000,131.1189708854537,63.08963052177046,7.000000000000000,255.0000000000000,134.4387392800568,61.23542198977523,1.000000000000000,234.0000000000000,109.0731960452285,52.28404775440404
"K631",7962,1.088055868200000,3.000000000000000,222.0000000000000,106.6277317256970,56.46113166707129,2.000000000000000,237.0000000000000,110.6130369253956,60.03335835942345,9.000000000000000,242.0000000000000,117.1995729716151,59.65221176422786
"K634",10966,1.498570792600000,4.000000000000000,240.0000000000000,110.7618092285245,58.98241357665346,10.00000000000000,254.0000000000000,125.9584169250410,60.15530973560048,1.000000000000000,208.0000000000000,94.13213569213936,46.41108325516281
"K636",3236,0.4422191396000000,3.000000000000000,220.0000000000000,92.81674907292948,51.59550299767186,2.000000000000000,215.0000000000000,87.80129789864033,53.68390867722999,10.00000000000000,227.0000000000000,95.01854140914709,53.43015168394368
"K637",20921,2.858982268100000,1.000000000000000,253.0000000000000,90.92701113713494,52.20457055384698,3.000000000000000,251.0000000000000,109.5263560334528,54.18516099878747,1.000000000000000,252.0000000000000,80.43067196704827,49.31456483727860
"K638",19890,2.718089829000000,3.000000000000000,255.0000000000000,118.2118652589241,60.93974921453552,6.000000000000000,255.0000000000000,127.5970839617899,61.44150818947404,1.000000000000000,226.0000000000000,101.9916528385378,50.37411711650720
"K661",11103,1.517292678300000,1.000000000000000,205.0000000000000,70.93371160947490,47.69183376725662,1.000000000000000,210.0000000000000,67.92693035408594,51.32569944000466,3.000000000000000,222.0000000000000,78.83734125911914,52.71911429033815
"K662",9829,1.343192806900000,2.000000000000000,208.0000000000000,77.95818496286496,42.42403948677725,1.000000000000000,206.0000000000000,63.98442431029215,43.82542817643937,2.000000000000000,209.0000000000000,69.01454730417093,43.54945210549881
