name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3),MIN (Band 4),MAX (Band 4),MEAN (Band 4),STDDEV (Band 4),MIN (Band 5),MAX (Band 5),MEAN (Band 5),STDDEV (Band 5)
"GWAS-W35",13532,1.849230345200000,0.001998792635276914,0.04029430449008942,0.008169836126040239,0.005015547138819665,0.004246595315635204,0.04783574119210243,0.01689138157406623,0.007232011153846113,0.006029878742992878,0.1244627833366394,0.02544655533014138,0.01652895888046997,0.007515578996390104,0.08470232784748077,0.03817784267888844,0.01652977201518594,0.07113500684499741,0.6209641098976135,0.3333466976436150,0.1240390789461214
"GWAS-W42",17834,2.437124887400000,0.002316804835572839,0.04420099407434464,0.01067854763601945,0.005226333340826384,0.004592947661876678,0.05829082429409027,0.01858785993775114,0.007087828945307984,0.006751517299562693,0.1675920784473419,0.03174280815730029,0.01482318317353015,0.008676060475409031,0.1003693714737892,0.04171835242007025,0.01570942868616394,0.08696201443672180,0.8311782479286194,0.3851083268578464,0.1366801233710991
"GWAS-W43",10235,1.398675183500000,0.003588113700971007,0.04542800411581993,0.01364808791543620,0.006372591798792746,0.007377540692687035,0.05825828388333321,0.02229246500907735,0.008046762123386212,0.01190940849483013,0.1258803308010101,0.03939437859259003,0.01792532654825715,0.01156011782586575,0.09324166923761368,0.04471921138984070,0.01533331755200814,0.1042872890830040,0.6535257697105408,0.3450043596855072,0.1041502993498356
"GWAS-W44",1363,0.1862622643000000,0.005460468586534262,0.03519871085882187,0.01537260454133022,0.006284950640155428,0.008558138273656368,0.07418807595968246,0.03468407569856261,0.01544029199516990,0.01344197895377874,0.1495911478996277,0.05272553943135855,0.02717400500102360,0.01000207848846912,0.1106792092323303,0.05446803458964267,0.02556970541932979,0.08619903028011322,0.6791221499443054,0.3758655245677566,0.1597161444324778
"GWAS-W7",27447,3.750799976700000,0.002073211595416069,0.04697062820196152,0.008649493611977276,0.004736085259482448,0.003532580332830548,0.06639619916677475,0.01676212337450860,0.007776229113233436,0.005126683507114649,0.1513891369104385,0.02601760121933558,0.01715440172414359,0.007028483785688877,0.1004395782947540,0.03712042724136096,0.01684365856815948,0.06651239097118378,0.7662153244018555,0.3574321247976859,0.1487927340827984
"H20K0130",13298,1.817252817800000,0.003121928777545691,0.04072564467787743,0.01131991234868244,0.005209544813507576,0.006926978006958961,0.05007055774331093,0.02091803647901884,0.008471944520457039,0.01015154831111431,0.1099506691098213,0.03057850979624047,0.01308919688864688,0.008785276673734188,0.08484772592782974,0.04034975655407726,0.01899907782148670,0.08399755507707596,0.7071143984794617,0.3543293358507928,0.1628585104019416
"H20K1173",9594,1.311078623400000,0.003871686756610870,0.03136445209383965,0.01212437825686321,0.004528334118752319,0.007384472060948610,0.05505212768912315,0.02632760074462766,0.01068255819500709,0.01245937682688236,0.1106027364730835,0.03640368308468934,0.01427750851986222,0.008726909756660461,0.08898732066154480,0.04409998408412921,0.02166981094049741,0.08075998723506927,0.6708365082740784,0.3306697458176345,0.1538838773200727
"H20K1176",12242,1.672943976200000,0.003280709031969309,0.04322932288050652,0.01381980201703862,0.006737651697910763,0.006983113475143909,0.07501874119043350,0.02874131905555687,0.01226473823777902,0.01057406328618526,0.1378680765628815,0.04415814641440431,0.02168763862998914,0.009679595008492470,0.1138486787676811,0.04757994351389114,0.02135485003588800,0.07779878377914429,0.8030531406402588,0.3801714135822304,0.1581882912989703
"H20K1180",20853,2.849689653300000,0.002537735272198915,0.05826696008443832,0.008514701181324453,0.006372919366937683,0.002445067279040813,0.04647617042064667,0.007454184718986606,0.004645655481960383,0.009575059637427330,0.1973682790994644,0.03020229758836344,0.01662434512362707,0.009061416611075401,0.09037896245718002,0.04295975451956085,0.01609220799344927,0.07417020946741104,0.7847382426261902,0.3952755206151786,0.1397144497345290
"H20K2807",8295,1.133562349500000,0.004349835682660341,0.03538399562239647,0.01408017459328299,0.005128490463234777,0.007294734939932823,0.07632112503051758,0.03393759229256939,0.01460345767116292,0.01095970626920462,0.1090115085244179,0.04278239399170017,0.01684206703761701,0.01014515105634928,0.1153274327516556,0.05613476721330751,0.02508115445195794,0.08740725368261337,0.7409322857856750,0.3796962199394713,0.1554520875374376
"H20K2905",7742,1.057991526200000,0.003836790332570672,0.04631421342492104,0.01196256441693802,0.006766102057896920,0.003276123665273190,0.03825717046856880,0.01018745362443705,0.005143893918484874,0.01586314849555492,0.2037124037742615,0.04688390901875693,0.02041537288996956,0.01160775963217020,0.1127469837665558,0.06133917215318973,0.02292847227261928,0.08773230761289597,0.7859587669372559,0.4523794607051704,0.1752528766614837
"Impulsion",5034,0.6879268074000000,0.005788708105683327,0.03562264516949654,0.01481342472365059,0.004747884518316333,0.008416428230702877,0.07910378277301788,0.03698885017272602,0.01514210960451021,0.01572422496974468,0.1103017330169678,0.04971121153936684,0.01751361602952731,0.009204012341797352,0.1192393526434898,0.05743425039342875,0.02549249654467015,0.07934563606977463,0.7594003081321716,0.3922686979402543,0.1696446075268978
