name,COUNT,AREA,MIN (Band 1),MAX (Band 1),MEAN (Band 1),STDDEV (Band 1),MIN (Band 2),MAX (Band 2),MEAN (Band 2),STDDEV (Band 2),MIN (Band 3),MAX (Band 3),MEAN (Band 3),STDDEV (Band 3)
"BDWY",9638,1.317091491800000,1.000000000000000,215.0000000000000,112.9075534343226,45.78944080109783,23.00000000000000,251.0000000000000,145.2153239202658,48.96838312378082,0.000000000000000,210.0000000000000,77.62865739780040,34.48139624825376
"D130-7-1-1",19728,2.695951540800000,0.000000000000000,239.0000000000000,82.70437956204377,47.22177332316900,11.00000000000000,255.0000000000000,119.8781118491102,51.19277470081163,0.000000000000000,213.0000000000000,66.30134833738843,44.33768096175151
"D135-6-2",14949,2.042872038900000,1.000000000000000,238.0000000000000,95.41721854304629,48.86469225093823,9.000000000000000,255.0000000000000,122.2090361445783,51.75611823567971,0.000000000000000,229.0000000000000,83.26771021473004,43.55130911392414
"E6",14526,1.985066508600000,1.000000000000000,216.0000000000000,41.10560374500895,32.50910213210773,1.000000000000000,212.0000000000000,38.16040203772544,36.80153617168271,1.000000000000000,220.0000000000000,42.55156271513150,36.84355994050514
"F11",12189,1.665701202900000,0.000000000000000,220.0000000000000,75.18606940684222,37.43809899727560,12.00000000000000,245.0000000000000,115.8205612077453,37.51947342345955,0.000000000000000,232.0000000000000,63.07367298383789,43.02044590814447
"F3",8172,1.116753649200000,4.000000000000000,231.0000000000000,59.09642682329907,41.08529208557901,2.000000000000000,231.0000000000000,47.93673519334314,47.57098836782132,7.000000000000000,243.0000000000000,59.26554087126775,49.40613890783823
"GL",5296,0.7237307056000001,8.000000000000000,218.0000000000000,81.49037009063444,35.22567071086291,27.00000000000000,226.0000000000000,113.5198262839879,34.58109194845547,7.000000000000000,209.0000000000000,70.88972809667673,39.82360445046972
"GLSJNCT",11222,1.533554754200000,2.000000000000000,223.0000000000000,104.9312956692213,47.97946493292797,24.00000000000000,254.0000000000000,140.8707604426990,50.00090944555487,0.000000000000000,234.0000000000000,84.68579575833186,46.42500597264474
"GWAS-W01",47294,6.463013593400000,0.000000000000000,248.0000000000000,63.01131221719461,42.75218061043186,6.000000000000000,255.0000000000000,95.99306421940740,48.17212032573595,0.000000000000000,255.0000000000000,50.03960333234666,36.86005746836446
"GWAS-W02",25513,3.486507079300000,0.000000000000000,210.0000000000000,61.94300944616473,36.35265556496402,10.00000000000000,234.0000000000000,97.46007917532236,41.03482084832267,0.000000000000000,184.0000000000000,49.00395876611921,32.84746871541098
"GWAS-W12",21462,2.932913218200000,0.000000000000000,227.0000000000000,63.71135029354206,38.39987905310952,8.000000000000000,237.0000000000000,95.22612058522039,41.69133207354530,0.000000000000000,239.0000000000000,57.93830957040356,37.97884578762127
"GWAS-W22",29583,4.042697406300000,0.000000000000000,230.0000000000000,62.81661765202987,43.59500559976183,8.000000000000000,250.0000000000000,93.15888040024343,45.97837898075510,0.000000000000000,212.0000000000000,51.61136463509449,41.36936068013722
"GWAS-W27",28296,3.866821005600000,0.000000000000000,217.0000000000000,59.07266044670622,43.09949145861082,7.000000000000000,232.0000000000000,87.10096833474702,45.88359255229619,0.000000000000000,213.0000000000000,51.58725614927905,41.48136968884131
"GWAS-W30",12377,1.691392549700000,0.000000000000000,199.0000000000000,61.49890926718913,44.42711381312442,7.000000000000000,236.0000000000000,91.50230265815630,48.70289412301739,0.000000000000000,195.0000000000000,52.60668982790659,41.41438408672357
"GWAS-W35",13529,1.848820376900000,0.000000000000000,231.0000000000000,74.95195505950181,42.47809708917428,11.00000000000000,238.0000000000000,99.69635597605141,42.25174530768704,0.000000000000000,223.0000000000000,58.52805085372162,40.60155806371763
